kind,section,rva,va,size,base,name
PUB,.text,0x00029a30,0x00429a30,1664,G_Level_DisposeLevelObjects,?G_Level_DisposeLevelObjects@@YAXPAVU_LinkedList@@@Z
PUB,.text,0x0002a0b0,0x0042a0b0,16,G_LevelSelect_IsRunning,?G_LevelSelect_IsRunning@@YA_NXZ
PUB,.text,0x0002a0c0,0x0042a0c0,4928,G_LevelSelect_GetStartingLevelIDFromUser,?G_LevelSelect_GetStartingLevelIDFromUser@@YAJPAH@Z
PUB,.text,0x0002b400,0x0042b400,5632,Priv_Preview::~Priv_Preview,??1Priv_Preview@@QAE@XZ
PUB,.text,0x0002ca00,0x0042ca00,48,G_Message_Init,?G_Message_Init@@YAXXZ
PUB,.text,0x0002ca30,0x0042ca30,64,G_Message_ShutDown,?G_Message_ShutDown@@YAXXZ
PUB,.text,0x0002ca70,0x0042ca70,112,G_Message_ResetAtLevelStart,?G_Message_ResetAtLevelStart@@YAXXZ
PUB,.text,0x0002cae0,0x0042cae0,448,G_Message_New,?G_Message_New@@YAXPBDW4G_Message_Type@@_NP6AHXZ@Z
PUB,.text,0x0002cca0,0x0042cca0,336,G_Message_Process,?G_Message_Process@@YAXK@Z
PUB,.text,0x0002cdf0,0x0042cdf0,1776,G_Message_BuildDrawList,?G_Message_BuildDrawList@@YAXXZ
PUB,.text,0x0002d4e0,0x0042d4e0,128,G_MotionBlur_Init,?G_MotionBlur_Init@@YAXXZ
PUB,.text,0x0002d560,0x0042d560,80,G_MotionBlur_ShutDown,?G_MotionBlur_ShutDown@@YAXXZ
PUB,.text,0x0002d5b0,0x0042d5b0,112,G_MotionBlur_ResetAtLevelStart,?G_MotionBlur_ResetAtLevelStart@@YAXXZ
PUB,.text,0x0002d620,0x0042d620,400,G_MotionBlur_New,?G_MotionBlur_New@@YAXPAUG_MotionBlur_Request@@@Z
PUB,.text,0x0002d7b0,0x0042d7b0,192,G_MotionBlur_Process,?G_MotionBlur_Process@@YAXXZ
PUB,.text,0x0002d870,0x0042d870,128,G_MotionBlur_BuildDrawList,?G_MotionBlur_BuildDrawList@@YAXXZ
PUB,.text,0x0002d8f0,0x0042d8f0,1520,G_MotionBlur_GetNumActive,?G_MotionBlur_GetNumActive@@YAHXZ
PUB,.text,0x0002dee0,0x0042dee0,112,G_Notice_Init,?G_Notice_Init@@YAXXZ
PUB,.text,0x0002df50,0x0042df50,64,G_Notice_ShutDown,?G_Notice_ShutDown@@YAXXZ
PUB,.text,0x0002df90,0x0042df90,192,G_Notice_ResetAtLevelStart,?G_Notice_ResetAtLevelStart@@YAXXZ
PUB,.text,0x0002e050,0x0042e050,304,G_Notice_Request,?G_Notice_Request@@YAXPAUG_Notice_Settings@@H@Z
PUB,.text,0x0002e180,0x0042e180,464,G_Notice_Process,?G_Notice_Process@@YAXH@Z
PUB,.text,0x0002e350,0x0042e350,1120,G_Notice_BuildDrawList,?G_Notice_BuildDrawList@@YAXXZ
PUB,.text,0x0002e7b0,0x0042e7b0,160,G_Particle_Init,?G_Particle_Init@@YAXXZ
PUB,.text,0x0002e850,0x0042e850,64,G_Particle_ShutDown,?G_Particle_ShutDown@@YAXXZ
PUB,.text,0x0002e890,0x0042e890,112,G_Particle_ResetAtLevelStart,?G_Particle_ResetAtLevelStart@@YAXXZ
PUB,.text,0x0002e900,0x0042e900,1536,G_Particle_NewGroup,?G_Particle_NewGroup@@YAXPAUG_Particle_Settings@@@Z
PUB,.text,0x0002ef00,0x0042ef00,768,G_Particle_Process,?G_Particle_Process@@YAXXZ
PUB,.text,0x0002f200,0x0042f200,3504,G_Particle_Draw,?G_Particle_Draw@@YAXXZ
PUB,.text,0x0002ffb0,0x0042ffb0,1888,G_Particle_GetNumActive,?G_Particle_GetNumActive@@YAHXZ
PUB,.text,0x00030710,0x00430710,272,G_Player::G_Player,??0G_Player@@QAE@XZ
PUB,.text,0x00030820,0x00430820,48,G_Player::~G_Player,??1G_Player@@QAE@XZ
PUB,.text,0x00030850,0x00430850,1776,G_Player::SetUpAtNewGameStart,?SetUpAtNewGameStart@G_Player@@QAEXW4G_Game_PlayerNum@@W4G_Game_Type@@HH@Z
PUB,.text,0x00030f40,0x00430f40,352,G_Player::ResetAtLevelStart,?ResetAtLevelStart@G_Player@@QAEXJH@Z
PUB,.text,0x000310a0,0x004310a0,144,G_Player::Priv_ResetPosition,?Priv_ResetPosition@G_Player@@AAEXXZ
PUB,.text,0x00031130,0x00431130,16,G_Player::InGame,?InGame@G_Player@@QAE_NXZ
PUB,.text,0x00031140,0x00431140,32,G_Player::IsAboutToBeRemovedFromGame,?IsAboutToBeRemovedFromGame@G_Player@@QAE_NXZ
PUB,.text,0x00031160,0x00431160,16,G_Player::GetState,?GetState@G_Player@@QAE?AW4G_Player_StateFlag@@XZ
PUB,.text,0x00031170,0x00431170,32,G_Player::IsState,?IsState@G_Player@@QAE_NW4G_Player_StateFlag@@@Z
PUB,.text,0x00031190,0x00431190,32,G_Player::SetState,?SetState@G_Player@@QAEXW4G_Player_StateFlag@@H@Z
PUB,.text,0x000311b0,0x004311b0,16,G_Player::GetNumber,?GetNumber@G_Player@@QAE?AW4G_Game_PlayerNum@@XZ
PUB,.text,0x000311c0,0x004311c0,16,G_Player::GetPlayerDefinitionRefPtr,?GetPlayerDefinitionRefPtr@G_Player@@QAEPAUG_PlayerDef@@XZ
PUB,.text,0x000311d0,0x004311d0,32,G_Player::Speed_Reset,?Speed_Reset@G_Player@@QAEXXZ
PUB,.text,0x000311f0,0x004311f0,128,G_Player::Lives_ResetAtNewGameStart,?Lives_ResetAtNewGameStart@G_Player@@QAEX_N@Z
PUB,.text,0x00031270,0x00431270,16,G_Player::Lives_Get,?Lives_Get@G_Player@@QAEHXZ
PUB,.text,0x00031280,0x00431280,32,G_Player::Lives_Set,?Lives_Set@G_Player@@QAEXH@Z
PUB,.text,0x000312a0,0x004312a0,272,G_Player::Lives_Add,?Lives_Add@G_Player@@QAEX_N@Z
PUB,.text,0x000313b0,0x004313b0,96,G_Player::PowerupOverload_Reset,?PowerupOverload_Reset@G_Player@@QAEXXZ
PUB,.text,0x00031410,0x00431410,560,G_Player::PowerupOverload_Process,?PowerupOverload_Process@G_Player@@QAEXH@Z
PUB,.text,0x00031640,0x00431640,720,G_Player::Hit,?Hit@G_Player@@QAEXMH@Z
PUB,.text,0x00031910,0x00431910,112,G_Player::Shields_Reset,?Shields_Reset@G_Player@@QAEX_N@Z
PUB,.text,0x00031980,0x00431980,160,G_Player::Shields_IncreasePercentage,?Shields_IncreasePercentage@G_Player@@QAEXM@Z
PUB,.text,0x00031a20,0x00431a20,16,G_Player::Shields_GetPercentage,?Shields_GetPercentage@G_Player@@QAEMXZ
PUB,.text,0x00031a30,0x00431a30,32,G_Player::Shields_SetPercentage,?Shields_SetPercentage@G_Player@@QAEXM@Z
PUB,.text,0x00031a50,0x00431a50,32,G_Player::Money_Reset,?Money_Reset@G_Player@@QAEXXZ
PUB,.text,0x00031a70,0x00431a70,64,G_Player::Money_Change,?Money_Change@G_Player@@QAEXH@Z
PUB,.text,0x00031ab0,0x00431ab0,16,G_Player::Money_Get,?Money_Get@G_Player@@QAEHXZ
PUB,.text,0x00031ac0,0x00431ac0,32,G_Player::Money_Set,?Money_Set@G_Player@@QAEXH@Z
PUB,.text,0x00031ae0,0x00431ae0,112,G_Player::MoneyCounter_Reset,?MoneyCounter_Reset@G_Player@@QAEXXZ
PUB,.text,0x00031b50,0x00431b50,848,G_Player::MoneyCounter_Start,?MoneyCounter_Start@G_Player@@QAE_NH_N@Z
PUB,.text,0x00031ea0,0x00431ea0,1520,G_Player::MoneyCounter_Process,?MoneyCounter_Process@G_Player@@QAE_NH@Z
PUB,.text,0x00032490,0x00432490,16,G_Player::MoneyCounter_IsActive,?MoneyCounter_IsActive@G_Player@@QAE_NXZ
PUB,.text,0x000324a0,0x004324a0,16,G_Player::IsInvulnerable,?IsInvulnerable@G_Player@@QAE_NXZ
PUB,.text,0x000324b0,0x004324b0,80,G_Player::SetInvulnerability,?SetInvulnerability@G_Player@@QAEX_N0@Z
PUB,.text,0x00032500,0x00432500,800,G_Player::Destroy,?Destroy@G_Player@@QAEXH@Z
PUB,.text,0x00032820,0x00432820,9712,G_Player::Process,?Process@G_Player@@QAEX_N0HPAVG_Film@@W4G_Game_Mode@@0@Z
PUB,.text,0x00034e10,0x00434e10,224,G_Player::BuildDrawList,?BuildDrawList@G_Player@@QAEXXZ
PUB,.text,0x00034ef0,0x00434ef0,32,G_Player::Score_Reset,?Score_Reset@G_Player@@QAEXXZ
PUB,.text,0x00034f10,0x00434f10,16,G_Player::Score_Get,?Score_Get@G_Player@@QAEHXZ
PUB,.text,0x00034f20,0x00434f20,32,G_Player::Score_Set,?Score_Set@G_Player@@QAEXH@Z
PUB,.text,0x00034f40,0x00434f40,336,G_Player::Score_Adjust,?Score_Adjust@G_Player@@QAEXH_N@Z
PUB,.text,0x00035090,0x00435090,112,G_Player::Multiplier_Advance,?Multiplier_Advance@G_Player@@QAEXXZ
PUB,.text,0x00035100,0x00435100,16,G_Player::Multiplier_Get,?Multiplier_Get@G_Player@@QAE?AW4G_Player_MultiplierValue@@XZ
PUB,.text,0x00035110,0x00435110,16,G_Player::Cheating_Get,?Cheating_Get@G_Player@@QAE_NXZ
PUB,.text,0x00035120,0x00435120,16,G_Player::Cheating_Set,?Cheating_Set@G_Player@@QAEX_N@Z
PUB,.text,0x00035130,0x00435130,144,G_Player::Cheating_GetNextAvailablePermWeapon,?Cheating_GetNextAvailablePermWeapon@G_Player@@QAEXW4G_WepDef_Type@@@Z
PUB,.text,0x000351c0,0x004351c0,16,G_Player::Level_GetLastIDAchieved,?Level_GetLastIDAchieved@G_Player@@QAEJXZ
PUB,.text,0x000351d0,0x004351d0,512,G_Player::Priv_Appear,?Priv_Appear@G_Player@@AAEXH@Z
PUB,.text,0x000353d0,0x004353d0,64,G_Player::Priv_ResetSpriteInfo,?Priv_ResetSpriteInfo@G_Player@@AAEXXZ
PUB,.text,0x00035410,0x00435410,80,G_Player::Priv_SetSpriteFaceAccordingToAirWeapon,?Priv_SetSpriteFaceAccordingToAirWeapon@G_Player@@AAEXXZ
PUB,.text,0x00035460,0x00435460,16,G_Player::Priv_Multiplier_Reset,?Priv_Multiplier_Reset@G_Player@@AAEXXZ
PUB,.text,0x00035470,0x00435470,304,G_Player::Priv_Multiplier_SpawnForCurrentMultiplier,?Priv_Multiplier_SpawnForCurrentMultiplier@G_Player@@AAEXXZ
PUB,.text,0x000355a0,0x004355a0,560,G_Player::Priv_ProcessState,?Priv_ProcessState@G_Player@@AAEXH_N0@Z
PUB,.text,0x000357d0,0x004357d0,992,G_Player::Priv_GetInputs,?Priv_GetInputs@G_Player@@AAEXPAVG_Film@@W4G_Game_Mode@@@Z
PUB,.text,0x00035bb0,0x00435bb0,64,G_PlayerDef_Init,?G_PlayerDef_Init@@YAXXZ
PUB,.text,0x00035bf0,0x00435bf0,64,G_PlayerDef_ShutDown,?G_PlayerDef_ShutDown@@YAXXZ
PUB,.text,0x00035c30,0x00435c30,608,G_PlayerDef_MasterList_Build,?G_PlayerDef_MasterList_Build@@YAX_N@Z
PUB,.text,0x00035e90,0x00435e90,128,G_PlayerDef_MasterList_GetIndexForID,?G_PlayerDef_MasterList_GetIndexForID@@YAHJ@Z
PUB,.text,0x00035f10,0x00435f10,128,G_PlayerDef_MasterList_GetRefPtrForIndex,?G_PlayerDef_MasterList_GetRefPtrForIndex@@YAPAUG_PlayerDef@@H@Z
PUB,.text,0x00035f90,0x00435f90,240,G_PlayerDef_IsUnitReferencedInAnyPlayerDef,?G_PlayerDef_IsUnitReferencedInAnyPlayerDef@@YA_NJ@Z
PUB,.text,0x00036080,0x00436080,736,G_PlayerDef_UnitRefList_GetListForPlayer,?G_PlayerDef_UnitRefList_GetListForPlayer@@YAPAVU_LinkedList@@PAUG_PlayerDef@@@Z
PUB,.text,0x00036360,0x00436360,80,G_PlayerDef_UnitRefList_Dispose,?G_PlayerDef_UnitRefList_Dispose@@YAXPAVU_LinkedList@@@Z
PUB,.text,0x000363b0,0x004363b0,272,G_PlayerDef_LoadResourcesForDef,?G_PlayerDef_LoadResourcesForDef@@YAXPAUG_PlayerDef@@@Z
PUB,.text,0x000364c0,0x004364c0,4368,G_PlayerDef_GetResourceList,?G_PlayerDef_GetResourceList@@YAXPAVU_LinkedList@@W4G_Res_Type@@@Z
PUB,.text,0x000375d0,0x004375d0,352,G_Res_Init,?G_Res_Init@@YAXXZ
PUB,.text,0x00037730,0x00437730,144,G_Res_ShutDown,?G_Res_ShutDown@@YAXXZ
PUB,.text,0x000377c0,0x004377c0,416,G_Res_Load,?G_Res_Load@@YA_NW4G_Res_Type@@JW4G_Res_Useage@@@Z
PUB,.text,0x00037960,0x00437960,224,G_Res_UnloadAll,?G_Res_UnloadAll@@YAXW4G_Res_Type@@@Z
PUB,.text,0x00037a40,0x00437a40,64,G_Res_CanBeLoaded,?G_Res_CanBeLoaded@@YA_NW4G_Res_Type@@J@Z
PUB,.text,0x00037a80,0x00437a80,144,G_Res_IsLoaded,?G_Res_IsLoaded@@YA_NW4G_Res_Type@@J@Z
PUB,.text,0x00037b10,0x00437b10,352,G_Res_LoadPermData,?G_Res_LoadPermData@@YAXXZ
PUB,.text,0x00037c70,0x00437c70,1232,G_Res_LoadPermResources,?G_Res_LoadPermResources@@YAXXZ
PUB,.text,0x00038140,0x00438140,16,G_Res_GetPermObjectID,?G_Res_GetPermObjectID@@YAJH@Z
PUB,.text,0x00038150,0x00438150,16,G_Res_GetPermSpriteID,?G_Res_GetPermSpriteID@@YAJH@Z
PUB,.text,0x00038160,0x00438160,16,G_Res_GetPermSoundID,?G_Res_GetPermSoundID@@YAJH@Z
PUB,.text,0x00038170,0x00438170,64,G_Res_GetPermRect,?G_Res_GetPermRect@@YAXHPAUU_Rect@@@Z
PUB,.text,0x000381b0,0x004381b0,16,G_Res_GetPermFloat,?G_Res_GetPermFloat@@YAMH@Z
PUB,.text,0x000381c0,0x004381c0,3488,G_Res_GetPermGameString,?G_Res_GetPermGameString@@YAPADW4G_Res_PermGameStringIndex@@@Z
PUB,.text,0x00038f60,0x00438f60,1152,G_ScoreBar_Init,?G_ScoreBar_Init@@YAXXZ
PUB,.text,0x000393e0,0x004393e0,64,G_ScoreBar_ShutDown,?G_ScoreBar_ShutDown@@YAXXZ
PUB,.text,0x00039420,0x00439420,688,G_ScoreBar_ResetAtLevelStart,?G_ScoreBar_ResetAtLevelStart@@YAXPAVG_Player@@0@Z
PUB,.text,0x000396d0,0x004396d0,48,G_ScoreBar_SetShieldBarPercentage,?G_ScoreBar_SetShieldBarPercentage@@YAXW4G_Game_PlayerNum@@M@Z
PUB,.text,0x00039700,0x00439700,112,G_ScoreBar_SetPowerBarPercentage,?G_ScoreBar_SetPowerBarPercentage@@YAXW4G_Game_PlayerNum@@M@Z
PUB,.text,0x00039770,0x00439770,816,G_ScoreBar_Process,?G_ScoreBar_Process@@YAXPAVG_Player@@0@Z
PUB,.text,0x00039aa0,0x00439aa0,6336,G_ScoreBar_Draw,?G_ScoreBar_Draw@@YAXXZ
PUB,.text,0x0003b360,0x0043b360,64,G_Scores_IsAHighScore,?G_Scores_IsAHighScore@@YA_NH@Z
PUB,.text,0x0003b3a0,0x0043b3a0,1056,G_Scores_GetPlayerNamesAndDisplay,?G_Scores_GetPlayerNamesAndDisplay@@YAXPAUG_Game_Results@@@Z
PUB,.text,0x0003b7c0,0x0043b7c0,5840,G_Scores_Display,?G_Scores_Display@@YA_NXZ
PUB,.text,0x0003ce90,0x0043ce90,240,G_Text_Init,?G_Text_Init@@YAXXZ
PUB,.text,0x0003cf80,0x0043cf80,48,G_Text_ShutDown,?G_Text_ShutDown@@YAXXZ
PUB,.text,0x0003cfb0,0x0043cfb0,384,G_Text_GetPermTextSetting,?G_Text_GetPermTextSetting@@YAXHPAUG_Text_Settings@@@Z
PUB,.text,0x0003d130,0x0043d130,32,G_Text_AreSpriteResourcesLoaded,?G_Text_AreSpriteResourcesLoaded@@YA_NXZ
PUB,.text,0x0003d150,0x0043d150,336,G_Text_GetRect,?G_Text_GetRect@@YAXPAUG_Text_Settings@@PAUU_Rect@@@Z
PUB,.text,0x0003d2a0,0x0043d2a0,1024,G_Text_Draw,?G_Text_Draw@@YAXPAUG_Text_Settings@@PAUU_Rect@@@Z
PUB,.text,0x0003d6a0,0x0043d6a0,352,G_Text_FadeIn,?G_Text_FadeIn@@YAXPAUG_Text_Settings@@@Z
PUB,.text,0x0003d800,0x0043d800,688,G_Text_DrawList,?G_Text_DrawList@@YAXPAVU_LinkedList@@_N1@Z
PUB,.text,0x0003dab0,0x0043dab0,320,G_Text_List_GetRectForIndex,?G_Text_List_GetRectForIndex@@YAXPAVU_LinkedList@@HPAUU_Rect@@@Z
PUB,.text,0x0003dbf0,0x0043dbf0,1152,G_Text_FadeListIn,?G_Text_FadeListIn@@YAXPAVU_LinkedList@@H@Z
PUB,.text,0x0003e070,0x0043e070,7664,G_Text_FadeListOut,?G_Text_FadeListOut@@YAXPAVU_LinkedList@@H@Z
PUB,.text,0x0003fe60,0x0043fe60,320,G_UnitDef_Init,?G_UnitDef_Init@@YAXXZ
PUB,.text,0x0003ffa0,0x0043ffa0,64,G_UnitDef_ShutDown,?G_UnitDef_ShutDown@@YAXXZ
PUB,.text,0x0003ffe0,0x0043ffe0,864,G_UnitDef_MasterList_Build,?G_UnitDef_MasterList_Build@@YAX_N@Z
PUB,.text,0x00040340,0x00440340,128,G_UnitDef_MasterList_GetRefPtrForID,?G_UnitDef_MasterList_GetRefPtrForID@@YAPAUG_UnitDef@@J@Z
PUB,.text,0x000403c0,0x004403c0,128,G_UnitDef_MasterList_GetRefPtrForIndex,?G_UnitDef_MasterList_GetRefPtrForIndex@@YAPAUG_UnitDef@@H@Z
PUB,.text,0x00040440,0x00440440,224,G_UnitDef_MasterList_GetFamilyPtrForUnitDef,?G_UnitDef_MasterList_GetFamilyPtrForUnitDef@@YAPAUG_UnitDef_Family@@PAUG_UnitDef@@@Z
PUB,.text,0x00040520,0x00440520,192,G_UnitDef_MasterList_GetRefPtrForID_ByFamily,?G_UnitDef_MasterList_GetRefPtrForID_ByFamily@@YAPAUG_UnitDef@@JPAUG_UnitDef_Family@@@Z
PUB,.text,0x000405e0,0x004405e0,640,G_UnitDef_SetToDefaults,?G_UnitDef_SetToDefaults@@YAXPAUG_UnitDef@@@Z
PUB,.text,0x00040860,0x00440860,224,G_UnitDef_SetStateDefaults,?G_UnitDef_SetStateDefaults@@YAXPAUG_UnitDef@@H@Z
PUB,.text,0x00040940,0x00440940,128,G_UnitDef_SpawnSet_SetToDefaults,?G_UnitDef_SpawnSet_SetToDefaults@@YAXPAUG_UnitDef_SpawnSet@@@Z
PUB,.text,0x000409c0,0x004409c0,112,G_UnitDef_ResetResourceLoadingList,?G_UnitDef_ResetResourceLoadingList@@YAXXZ
PUB,.text,0x00040a30,0x00440a30,192,G_UnitDef_LoadResourcesForUnitDefID,?G_UnitDef_LoadResourcesForUnitDefID@@YAXJ@Z
PUB,.text,0x00040af0,0x00440af0,1600,G_UnitDef_LoadResourcesForUnit,?G_UnitDef_LoadResourcesForUnit@@YAXPAUG_UnitDef@@@Z
PUB,.text,0x00041130,0x00441130,944,G_UnitDef_UnitRefList_GetListForUnit,?G_UnitDef_UnitRefList_GetListForUnit@@YAPAVU_LinkedList@@PAUG_UnitDef@@@Z
PUB,.text,0x000414e0,0x004414e0,304,G_UnitDef_IsUnitReferencedInAnyUnitDef,?G_UnitDef_IsUnitReferencedInAnyUnitDef@@YA_NJ@Z
PUB,.text,0x00041610,0x00441610,432,G_UnitDef_GetResourceList,?G_UnitDef_GetResourceList@@YAXPAVU_LinkedList@@W4G_Res_Type@@@Z
PUB,.text,0x000417c0,0x004417c0,13728,G_UnitDef_CheckIntegrity,?G_UnitDef_CheckIntegrity@@YA_NXZ
PUB,.text,0x00044d60,0x00444d60,64,G_WepDef_Init,?G_WepDef_Init@@YAXXZ
PUB,.text,0x00044da0,0x00444da0,64,G_WepDef_ShutDown,?G_WepDef_ShutDown@@YAXXZ
PUB,.text,0x00044de0,0x00444de0,592,G_WepDef_MasterList_Build,?G_WepDef_MasterList_Build@@YAX_N@Z
PUB,.text,0x00045030,0x00445030,128,G_WepDef_MasterList_GetRefPtrForIndex,?G_WepDef_MasterList_GetRefPtrForIndex@@YAPAUG_WepDef@@H@Z
PUB,.text,0x000450b0,0x004450b0,192,G_WepDef_MasterList_GetNextRefPtrByType,?G_WepDef_MasterList_GetNextRefPtrByType@@YAPAUG_WepDef@@W4G_WepDef_Type@@JH@Z
PUB,.text,0x00045170,0x00445170,736,G_WepDef_UnitRefList_GetListForWeapon,?G_WepDef_UnitRefList_GetListForWeapon@@YAPAVU_LinkedList@@PAUG_WepDef@@@Z
PUB,.text,0x00045450,0x00445450,224,G_WepDef_IsUnitReferencedInAnyWepDef,?G_WepDef_IsUnitReferencedInAnyWepDef@@YA_NJ@Z
PUB,.text,0x00045530,0x00445530,80,G_WepDef_UnitRefList_Dispose,?G_WepDef_UnitRefList_Dispose@@YAXPAVU_LinkedList@@@Z
PUB,.text,0x00045580,0x00445580,304,G_WepDef_SetToDefaults,?G_WepDef_SetToDefaults@@YAXPAUG_WepDef@@@Z
PUB,.text,0x000456b0,0x004456b0,80,G_WepDef_LoadResourcesForLevel,?G_WepDef_LoadResourcesForLevel@@YAXH@Z
PUB,.text,0x00045700,0x00445700,5504,G_WepDef_GetResourceList,?G_WepDef_GetResourceList@@YAXPAVU_LinkedList@@W4G_Res_Type@@@Z
PUB,.text,0x00046c80,0x00446c80,128,G_WeaponHandler::G_WeaponHandler,??0G_WeaponHandler@@QAE@XZ
PUB,.text,0x00046d00,0x00446d00,96,G_WeaponHandler::~G_WeaponHandler,??1G_WeaponHandler@@QAE@XZ
PUB,.text,0x00046d60,0x00446d60,480,G_WeaponHandler::SetUpAtNewGameStart,?SetUpAtNewGameStart@G_WeaponHandler@@QAEXW4G_Game_PlayerNum@@HH@Z
PUB,.text,0x00046f40,0x00446f40,464,G_WeaponHandler::SetUpForAppearance,?SetUpForAppearance@G_WeaponHandler@@QAEX_N@Z
PUB,.text,0x00047110,0x00447110,400,G_WeaponHandler::ChangeWeapon,?ChangeWeapon@G_WeaponHandler@@QAEXW4G_WepDef_Type@@PAUG_WepDef@@@Z
PUB,.text,0x000472a0,0x004472a0,64,G_WeaponHandler::GetCurrentPermWeaponRefPtr,?GetCurrentPermWeaponRefPtr@G_WeaponHandler@@QAEPAUG_WepDef@@W4G_WepDef_Type@@@Z
PUB,.text,0x000472e0,0x004472e0,1552,G_WeaponHandler::Process,?Process@G_WeaponHandler@@QAE?AW4G_WepHandler_Result@@PAUU_Utils_Vector@@_N11HPA_N@Z
PUB,.text,0x000478f0,0x004478f0,80,G_WeaponHandler::Crosshair_Hilite,?Crosshair_Hilite@G_WeaponHandler@@QAEX_N@Z
PUB,.text,0x00047940,0x00447940,32,G_WeaponHandler::UpdateLoc,?UpdateLoc@G_WeaponHandler@@QAEXPAUU_Utils_Vector@@@Z
PUB,.text,0x00047960,0x00447960,16,G_WeaponHandler::AirPowerup_GetPercentage,?AirPowerup_GetPercentage@G_WeaponHandler@@QAEMXZ
PUB,.text,0x00047970,0x00447970,16,G_WeaponHandler::AirWeapon_HasChanged,?AirWeapon_HasChanged@G_WeaponHandler@@QAE_NXZ
PUB,.text,0x00047980,0x00447980,320,G_WeaponHandler::AirWeapon_GetScoreBarInfo,?AirWeapon_GetScoreBarInfo@G_WeaponHandler@@QAEXPAUG_WepHandler_ScoreBarInfo@@@Z
PUB,.text,0x00047ac0,0x00447ac0,16,G_WeaponHandler::AirWeapon_GetCurrentOrQueuedWeaponRefPtr,?AirWeapon_GetCurrentOrQueuedWeaponRefPtr@G_WeaponHandler@@QAEPAUG_WepDef@@XZ
PUB,.text,0x00047ad0,0x00447ad0,32,G_WeaponHandler::BuildDrawList,?BuildDrawList@G_WeaponHandler@@QAEXXZ
PUB,.text,0x00047af0,0x00447af0,384,G_WeaponHandler::LogWeapons,?LogWeapons@G_WeaponHandler@@QAEXXZ
PUB,.text,0x00047c70,0x00447c70,240,G_WeaponHandler::Priv_CheckSpawning_Ground,?Priv_CheckSpawning_Ground@G_WeaponHandler@@AAE_NH@Z
PUB,.text,0x00047d60,0x00447d60,80,G_WeaponHandler::Priv_CheckSpawning_Air,?Priv_CheckSpawning_Air@G_WeaponHandler@@AAE_NH@Z
PUB,.text,0x00047db0,0x00447db0,160,G_WeaponHandler::Priv_CheckSpawning_Auxilary,?Priv_CheckSpawning_Auxilary@G_WeaponHandler@@AAE_NH@Z
PUB,.text,0x00047e50,0x00447e50,944,G_WeaponHandler::Priv_AirPowerup_Process,?Priv_AirPowerup_Process@G_WeaponHandler@@AAEXHPAUU_Utils_Vector@@PAUG_WepDef@@PAW4G_WepHandler_Result@@@Z
PUB,.text,0x00048200,0x00448200,592,G_WeaponHandler::Priv_Spawn_Ground,?Priv_Spawn_Ground@G_WeaponHandler@@AAEXPAUU_Utils_Vector@@@Z
PUB,.text,0x00048450,0x00448450,320,G_WeaponHandler::Priv_Spawn_Air,?Priv_Spawn_Air@G_WeaponHandler@@AAEXPAUU_Utils_Vector@@@Z
PUB,.text,0x00048590,0x00448590,400,G_WeaponHandler::Priv_Spawn_Auxilary,?Priv_Spawn_Auxilary@G_WeaponHandler@@AAEXPAUU_Utils_Vector@@@Z
PUB,.text,0x00048720,0x00448720,144,G_WeaponHandler::Priv_WeaponInfoList_RemoveObjects,?Priv_WeaponInfoList_RemoveObjects@G_WeaponHandler@@AAEXPAVU_LinkedList@@@Z
PUB,.text,0x000487b0,0x004487b0,1072,G_WeaponHandler::Priv_WeaponInfoList_GetPtrToWeaponInfo,?Priv_WeaponInfoList_GetPtrToWeaponInfo@G_WeaponHandler@@AAEPAUPriv_WeaponInfo@1@PAVU_LinkedList@@J@Z
PUB,.text,0x00048be0,0x00448be0,16,U_Window::U_Window,??0U_Window@@QAE@XZ
PUB,.text,0x00048bf0,0x00448bf0,32,U_Window::~U_Window,??1U_Window@@QAE@XZ
PUB,.text,0x00048c10,0x00448c10,80,U_Window::Create,?Create@U_Window@@QAEXPAUU_Rect@@_N@Z
PUB,.text,0x00048c60,0x00448c60,16,U_Window::Dispose,?Dispose@U_Window@@QAEXXZ
PUB,.text,0x00048c70,0x00448c70,16,U_Window::CacheScreenBitMap,?CacheScreenBitMap@U_Window@@QAEXXZ
PUB,.text,0x00048c80,0x00448c80,16,U_Window::SetTo,?SetTo@U_Window@@QAEXXZ
PUB,.text,0x00048c90,0x00448c90,16,U_Window::Hide,?Hide@U_Window@@QAEXXZ
PUB,.text,0x00048ca0,0x00448ca0,16,U_Window::Show,?Show@U_Window@@QAEXXZ
PUB,.text,0x00048cb0,0x00448cb0,16,U_Window::Paint,?Paint@U_Window@@QAEXXZ
PUB,.text,0x00048cc0,0x00448cc0,16,U_Window::SetGameMode,?SetGameMode@U_Window@@QAEX_N@Z
PUB,.text,0x00048cd0,0x00448cd0,640,U_Window::CopyToWindow,?CopyToWindow@U_Window@@QAEXPAVU_PixelBuffer@@PAUU_Rect@@1_N@Z
PUB,.text,0x00048f50,0x00448f50,256,U_Configuration_Configure,?U_Configuration_Configure@@YAXAAUU_Prefs@@_N@Z
PUB,.text,0x00049050,0x00449050,2400,PrefDlgProc,?PrefDlgProc@@YGHPAUHWND__@@IIJ@Z
PUB,.text,0x000499b0,0x004499b0,464,U_Controls_Configure,?U_Controls_Configure@@YA_NPAUU_Prefs_PlayerControlCodes@@0@Z
