kind,section,rva,va,size,base,name
PUB,.text,0x00049b80,0x00449b80,672,U_Controls_ConfigureJoypad,?U_Controls_ConfigureJoypad@@YA_NPAUU_Prefs_PlayerControlCodesJoypad@@0@Z
PUB,.text,0x00049e20,0x00449e20,112,JoyTimerCallback,?JoyTimerCallback@@YGXIIKKK@Z
PUB,.text,0x00049e90,0x00449e90,192,KeyFilterFunc,?KeyFilterFunc@@YGJHIJ@Z
PUB,.text,0x00049f50,0x00449f50,720,JoyPrefDlgProc,?JoyPrefDlgProc@@YGHPAUHWND__@@IIJ@Z
PUB,.text,0x0004a220,0x0044a220,4272,KeyPrefDlgProc,?KeyPrefDlgProc@@YGHPAUHWND__@@IIJ@Z
PUB,.text,0x0004b2d0,0x0044b2d0,96,U_Display::U_Display,??0U_Display@@QAE@XZ
PUB,.text,0x0004b330,0x0044b330,16,U_Display::~U_Display,??1U_Display@@QAE@XZ
PUB,.text,0x0004b340,0x0044b340,96,U_Display::GetPermanentBufferPtr,?GetPermanentBufferPtr@U_Display@@QAEPAVU_PixelBuffer@@W4U_Display_BufferID@@@Z
PUB,.text,0x0004b3a0,0x0044b3a0,16,U_Display::CanBeResized,?CanBeResized@U_Display@@QAE_NXZ
PUB,.text,0x0004b3b0,0x0044b3b0,1984,U_Display::Init,?Init@U_Display@@QAEXKKK_N@Z
PUB,.text,0x0004bb70,0x0044bb70,256,U_Display::ShutDown,?ShutDown@U_Display@@QAEXXZ
PUB,.text,0x0004bc70,0x0044bc70,16,U_Display::IsInitialised,?IsInitialised@U_Display@@QAE_NXZ
PUB,.text,0x0004bc80,0x0044bc80,16,U_Display::Menubar_Hide,?Menubar_Hide@U_Display@@QAEXXZ
PUB,.text,0x0004bc90,0x0044bc90,16,U_Display::Menubar_Show,?Menubar_Show@U_Display@@QAEXXZ
PUB,.text,0x0004bca0,0x0044bca0,16,U_Display::Menubar_IsVisible,?Menubar_IsVisible@U_Display@@QAE_NXZ
PUB,.text,0x0004bcb0,0x0044bcb0,48,U_Display::Menubar_GetRect,?Menubar_GetRect@U_Display@@QAEXPAUU_Rect@@@Z
PUB,.text,0x0004bce0,0x0044bce0,48,U_Display::Cursor_Hide,?Cursor_Hide@U_Display@@QAEXXZ
PUB,.text,0x0004bd10,0x0044bd10,48,U_Display::Cursor_Show,?Cursor_Show@U_Display@@QAEXXZ
PUB,.text,0x0004bd40,0x0044bd40,32,U_Display::Cursor_SetToWatch,?Cursor_SetToWatch@U_Display@@QAEXXZ
PUB,.text,0x0004bd60,0x0044bd60,48,U_Display::Cursor_Reset,?Cursor_Reset@U_Display@@QAEXXZ
PUB,.text,0x0004bd90,0x0044bd90,48,U_Display::Suspend,?Suspend@U_Display@@QAEXXZ
PUB,.text,0x0004bdc0,0x0044bdc0,16,U_Display::Resume,?Resume@U_Display@@QAEXXZ
PUB,.text,0x0004bdd0,0x0044bdd0,96,U_Display::CopyBufferToWindow,?CopyBufferToWindow@U_Display@@QAEXPAVU_PixelBuffer@@PAUU_Rect@@1@Z
PUB,.text,0x0004be30,0x0044be30,288,U_Display::CopyGameAreaToDisplay,?CopyGameAreaToDisplay@U_Display@@QAEXXZ
PUB,.text,0x0004bf50,0x0044bf50,336,U_Display::CopyFrontBufferToDisplay,?CopyFrontBufferToDisplay@U_Display@@QAEXXZ
PUB,.text,0x0004c0a0,0x0044c0a0,512,U_Display::UpdateDisplayWhenGamePaused,?UpdateDisplayWhenGamePaused@U_Display@@QAEXXZ
PUB,.text,0x0004c2a0,0x0044c2a0,48,U_Display::Window_SetTo,?Window_SetTo@U_Display@@QAEXXZ
PUB,.text,0x0004c2d0,0x0044c2d0,48,U_Display::GetScreenGameRect,?GetScreenGameRect@U_Display@@QAEXPAUU_Rect@@@Z
PUB,.text,0x0004c300,0x0044c300,48,U_Display::GetFrontScorebarRect,?GetFrontScorebarRect@U_Display@@QAEXPAUU_Rect@@@Z
PUB,.text,0x0004c330,0x0044c330,48,U_Display::GetScreenScorebarRect,?GetScreenScorebarRect@U_Display@@QAEXPAUU_Rect@@@Z
PUB,.text,0x0004c360,0x0044c360,32,U_Display::ConvertFrontBufferRectToWindow,?ConvertFrontBufferRectToWindow@U_Display@@QAEXPAUU_Rect@@@Z
PUB,.text,0x0004c380,0x0044c380,48,U_Display::EnterGameMode,?EnterGameMode@U_Display@@QAEXXZ
PUB,.text,0x0004c3b0,0x0044c3b0,32,U_Display::ExitGameMode,?ExitGameMode@U_Display@@QAEXXZ
PUB,.text,0x0004c3d0,0x0044c3d0,16,U_Display::Fade,?Fade@U_Display@@QAEXXZ
PUB,.text,0x0004c3e0,0x0044c3e0,16,U_Display::Unfade,?Unfade@U_Display@@QAEXXZ
PUB,.text,0x0004c3f0,0x0044c3f0,720,U_Display::DrawBlackBorders,?DrawBlackBorders@U_Display@@QAEXXZ
PUB,.text,0x0004c6c0,0x0044c6c0,944,Pub_WinSetDisplayToSize,?Pub_WinSetDisplayToSize@@YAX_N@Z
PUB,.text,0x0004ca70,0x0044ca70,304,Platform_Error_Report,?Platform_Error_Report@@YAXPBD0_N@Z
PUB,.text,0x0004cba0,0x0044cba0,944,U_Image_LoadInBuffer,?U_Image_LoadInBuffer@@YA_NJPAVU_PixelBuffer@@W4U_Image_Type@@@Z
PUB,.text,0x0004cf50,0x0044cf50,880,U_Image_GetPixelBuffer,?U_Image_GetPixelBuffer@@YAPAVU_PixelBuffer@@JHW4U_Image_Type@@@Z
PUB,.text,0x0004d2c0,0x0044d2c0,96,U_Mem_Init,?U_Mem_Init@@YAXXZ
PUB,.text,0x0004d320,0x0044d320,128,U_Mem_ShutDown,?U_Mem_ShutDown@@YAXXZ
PUB,.text,0x0004d3a0,0x0044d3a0,160,U_Mem_Ptr_New,?U_Mem_Ptr_New@@YAPAEH_N@Z
PUB,.text,0x0004d440,0x0044d440,96,U_Mem_Ptr_Dispose,?U_Mem_Ptr_Dispose@@YAXPAE@Z
PUB,.text,0x0004d4a0,0x0044d4a0,32,U_Mem_Ptr_GetSize,?U_Mem_Ptr_GetSize@@YAHPAE@Z
PUB,.text,0x0004d4c0,0x0044d4c0,16,GetAPointerSize,_GetAPointerSize
PUB,.text,0x0004d4d0,0x0044d4d0,128,U_Mem_Handle_New,?U_Mem_Handle_New@@YAPAPAEH_N0@Z
PUB,.text,0x0004d550,0x0044d550,48,U_Mem_Handle_Dispose,?U_Mem_Handle_Dispose@@YAXPAPAE@Z
PUB,.text,0x0004d580,0x0044d580,32,U_Mem_Handle_GetSize,?U_Mem_Handle_GetSize@@YAHPAPAE@Z
PUB,.text,0x0004d5a0,0x0044d5a0,32,U_Mem_Handle_Lock,?U_Mem_Handle_Lock@@YAXPAPAE@Z
PUB,.text,0x0004d5c0,0x0044d5c0,48,U_Mem_Copy,?U_Mem_Copy@@YAXPAXPBXH@Z
PUB,.text,0x0004d5f0,0x0044d5f0,32,U_Mem_Clear,?U_Mem_Clear@@YAXPAXH@Z
PUB,.text,0x0004d610,0x0044d610,48,U_Mem_Set,?U_Mem_Set@@YAXPAXHH@Z
PUB,.text,0x0004d640,0x0044d640,16,U_Mem_GetFreeMem,?U_Mem_GetFreeMem@@YAHXZ
PUB,.text,0x0004d650,0x0044d650,96,U_Mem_LogAvailable,?U_Mem_LogAvailable@@YAXPBD@Z
PUB,.text,0x0004d6b0,0x0044d6b0,128,U_Music_Init,?U_Music_Init@@YAXH@Z
PUB,.text,0x0004d730,0x0044d730,80,U_Music_ShutDown,?U_Music_ShutDown@@YAXXZ
PUB,.text,0x0004d780,0x0044d780,16,U_Music_Process,?U_Music_Process@@YAXXZ
PUB,.text,0x0004d790,0x0044d790,16,U_Music_IsPlaying,?U_Music_IsPlaying@@YA_NXZ
PUB,.text,0x0004d7a0,0x0044d7a0,464,U_Music_LoadAndPlay,?U_Music_LoadAndPlay@@YAXJ_N0@Z
PUB,.text,0x0004d970,0x0044d970,144,U_Music_Unload,?U_Music_Unload@@YAX_N@Z
PUB,.text,0x0004da00,0x0044da00,32,U_Music_IsLoaded,?U_Music_IsLoaded@@YA_NXZ
PUB,.text,0x0004da20,0x0044da20,48,U_Music_Pause,?U_Music_Pause@@YAX_N@Z
PUB,.text,0x0004da50,0x0044da50,656,U_Music_SetVolumeAccordingToPrefs,?U_Music_SetVolumeAccordingToPrefs@@YAXXZ
PUB,.text,0x0004dce0,0x0044dce0,720,U_Pixel16_HTMLStringToPixel16,?U_Pixel16_HTMLStringToPixel16@@YA_NPBDPAG@Z
PUB,.text,0x0004dfb0,0x0044dfb0,48,U_Pixel16_RGBToPixel16,?U_Pixel16_RGBToPixel16@@YAGPAUU_Utils_Color_RGB@@@Z
PUB,.text,0x0004dfe0,0x0044dfe0,48,U_Pixel16_RGBToPixel16,?U_Pixel16_RGBToPixel16@@YAGJJJ@Z
PUB,.text,0x0004e010,0x0044e010,144,U_Pixel16_ConvertVisibilityPercentToBlendAmount,?U_Pixel16_ConvertVisibilityPercentToBlendAmount@@YAKH@Z
PUB,.text,0x0004e0a0,0x0044e0a0,32,U_PixelBuffer::U_PixelBuffer,??0U_PixelBuffer@@QAE@XZ
PUB,.text,0x0004e0c0,0x0044e0c0,80,U_PixelBuffer::U_PixelBuffer,??0U_PixelBuffer@@QAE@HHH_N@Z
PUB,.text,0x0004e110,0x0044e110,80,U_PixelBuffer::Reset,?Reset@U_PixelBuffer@@IAEXXZ
PUB,.text,0x0004e160,0x0044e160,32,U_PixelBuffer::~U_PixelBuffer,??1U_PixelBuffer@@QAE@XZ
PUB,.text,0x0004e180,0x0044e180,320,U_PixelBuffer::Create,?Create@U_PixelBuffer@@QAEXHHH_N@Z
PUB,.text,0x0004e2c0,0x0044e2c0,128,U_PixelBuffer::Dispose,?Dispose@U_PixelBuffer@@QAEXXZ
PUB,.text,0x0004e340,0x0044e340,192,U_PixelBuffer::Resize,?Resize@U_PixelBuffer@@QAEXHHH@Z
PUB,.text,0x0004e400,0x0044e400,64,U_PixelBuffer::SetTo,?SetTo@U_PixelBuffer@@QAEXXZ
PUB,.text,0x0004e440,0x0044e440,96,U_PixelBuffer::Erase,?Erase@U_PixelBuffer@@QAEXXZ
PUB,.text,0x0004e4a0,0x0044e4a0,160,U_PixelBuffer::Paint,?Paint@U_PixelBuffer@@QAEXUU_Utils_Color_RGB@@@Z
PUB,.text,0x0004e540,0x0044e540,448,U_PixelBuffer::CopyTo,?CopyTo@U_PixelBuffer@@QAEXPAV1@PAUU_Rect@@1_N@Z
PUB,.text,0x0004e700,0x0044e700,576,U_PixelBuffer::CopyToTranslucent,?CopyToTranslucent@U_PixelBuffer@@QAEXPAV1@HPAUU_Rect@@1@Z
PUB,.text,0x0004e940,0x0044e940,160,U_PixelBuffer::CopyToCentered,?CopyToCentered@U_PixelBuffer@@QAEXPAV1@PAUU_Rect@@_N@Z
PUB,.text,0x0004e9e0,0x0044e9e0,80,U_PixelBuffer::GetInfo,?GetInfo@U_PixelBuffer@@QAEXPAH00PAJ1@Z
PUB,.text,0x0004ea30,0x0044ea30,32,U_PixelBuffer::GetDimensions,?GetDimensions@U_PixelBuffer@@QAEXPAH0@Z
PUB,.text,0x0004ea50,0x0044ea50,96,U_PixelBuffer::GetPixelInfo,?GetPixelInfo@U_PixelBuffer@@QAEXPAJ0@Z
PUB,.text,0x0004eab0,0x0044eab0,16,U_PixelBuffer::GetDepth,?GetDepth@U_PixelBuffer@@QAEHXZ
PUB,.text,0x0004eac0,0x0044eac0,48,U_PixelBuffer::GetBounds,?GetBounds@U_PixelBuffer@@QAEXPAUU_Rect@@@Z
PUB,.text,0x0004eaf0,0x0044eaf0,16,U_PixelBuffer::GetRect,?GetRect@U_PixelBuffer@@QAEPAUU_Rect@@XZ
PUB,.text,0x0004eb00,0x0044eb00,48,U_PixelBuffer::GetWinBuffer,?GetWinBuffer@U_PixelBuffer@@QAEPAUCGrafPort@@XZ
PUB,.text,0x0004eb30,0x0044eb30,480,U_PixelBuffer::EndianSwap,?EndianSwap@U_PixelBuffer@@QAEXXZ
PUB,.text,0x0004ed10,0x0044ed10,16,U_Registration::U_Registration,??0U_Registration@@QAE@XZ
PUB,.text,0x0004ed20,0x0044ed20,16,U_Registration::~U_Registration,??1U_Registration@@QAE@XZ
PUB,.text,0x0004ed30,0x0044ed30,176,U_Registration::Init,?Init@U_Registration@@QAEXXZ
PUB,.text,0x0004ede0,0x0044ede0,64,U_Registration::ShutDown,?ShutDown@U_Registration@@QAEXXZ
PUB,.text,0x0004ee20,0x0044ee20,80,U_Registration::DisplayNotice,?DisplayNotice@U_Registration@@QAEX_N@Z
PUB,.text,0x0004ee70,0x0044ee70,16,U_Registration::Process,?Process@U_Registration@@QAEXXZ
PUB,.text,0x0004ee80,0x0044ee80,256,U_Registration::FormatDisplayString,?FormatDisplayString@U_Registration@@QAEXPAD@Z
PUB,.text,0x0004ef80,0x0044ef80,496,U_Registration::Is,?Is@U_Registration@@QAE_NXZ
PUB,.text,0x0004f170,0x0044f170,336,U_Sound_Init,?U_Sound_Init@@YAXH@Z
PUB,.text,0x0004f2c0,0x0044f2c0,160,U_Sound_ShutDown,?U_Sound_ShutDown@@YAXXZ
PUB,.text,0x0004f360,0x0044f360,352,U_Sound_Load,?U_Sound_Load@@YA_NJ@Z
PUB,.text,0x0004f4c0,0x0044f4c0,144,U_Sound_UnloadAll,?U_Sound_UnloadAll@@YAXXZ
PUB,.text,0x0004f550,0x0044f550,160,U_Sound_Unload,?U_Sound_Unload@@YAXJ@Z
PUB,.text,0x0004f5f0,0x0044f5f0,112,U_Sound_Play,?U_Sound_Play@@YAXPAUU_Sound_Settings@@_N@Z
PUB,.text,0x0004f660,0x0044f660,64,U_Sound_Play,?U_Sound_Play@@YAXJW4U_Sound_Priority@@H_N@Z
PUB,.text,0x0004f6a0,0x0044f6a0,48,U_Sound_StopAll,?U_Sound_StopAll@@YAXXZ
PUB,.text,0x0004f6d0,0x0044f6d0,160,U_Sound_IsPlaying,?U_Sound_IsPlaying@@YA_NJ@Z
PUB,.text,0x0004f770,0x0044f770,256,U_Sound_CheckIntegrity,?U_Sound_CheckIntegrity@@YA_NXZ
PUB,.text,0x0004f870,0x0044f870,16,U_Sound_IsAvailable,?U_Sound_IsAvailable@@YA_NXZ
PUB,.text,0x0004f880,0x0044f880,64,U_Sound_SetSoundAndMusicVolumesAccordingToPrefs,?U_Sound_SetSoundAndMusicVolumesAccordingToPrefs@@YAXXZ
PUB,.text,0x0004f8c0,0x0044f8c0,128,U_Sound_ReduceVolume,?U_Sound_ReduceVolume@@YAHXZ
PUB,.text,0x0004f940,0x0044f940,144,U_Sound_IncreaseVolume,?U_Sound_IncreaseVolume@@YAHXZ
PUB,.text,0x0004f9d0,0x0044f9d0,16,U_Sound_SetVolumeOnSuspend,?U_Sound_SetVolumeOnSuspend@@YAXXZ
PUB,.text,0x0004f9e0,0x0044f9e0,1408,U_Sound_SetVolumeOnResume,?U_Sound_SetVolumeOnResume@@YAXXZ
PUB,.text,0x0004ff60,0x0044ff60,128,U_App_Init,?U_App_Init@@YAXXZ
PUB,.text,0x0004ffe0,0x0044ffe0,64,U_App_ShutDown,?U_App_ShutDown@@YAXXZ
PUB,.text,0x00050020,0x00450020,16,U_App_ChangeFileTypeAndCreator,?U_App_ChangeFileTypeAndCreator@@YA_NPBDJJ@Z
PUB,.text,0x00050030,0x00450030,192,U_App_ConstructPath,?U_App_ConstructPath@@YAXPBD0PAD_N@Z
PUB,.text,0x000500f0,0x004500f0,176,U_App_GetFileNameInFolder,?U_App_GetFileNameInFolder@@YA_NPBDKPAD@Z
PUB,.text,0x000501a0,0x004501a0,32,U_App_Event_GetNext,?U_App_Event_GetNext@@YAHPAD@Z
PUB,.text,0x000501c0,0x004501c0,80,U_App_Event_GetNext_Fast,?U_App_Event_GetNext_Fast@@YAHPAD@Z
PUB,.text,0x00050210,0x00450210,16,U_App_Event_Clear,?U_App_Event_Clear@@YAXXZ
PUB,.text,0x00050220,0x00450220,32,U_App_Event_MouseDown,?U_App_Event_MouseDown@@YA_NXZ
PUB,.text,0x00050240,0x00450240,32,U_App_Event_MouseStillDown,?U_App_Event_MouseStillDown@@YA_NXZ
PUB,.text,0x00050260,0x00450260,32,U_App_Event_GetMouseLoc,?U_App_Event_GetMouseLoc@@YAXPAUU_Utils_IntVector@@@Z
PUB,.text,0x00050280,0x00450280,256,U_App_Event_ProcessNext,?U_App_Event_ProcessNext@@YA?AW4U_App_Event_Result@@_NPAW4U_App_MenuBar_Result@@PAW4U_App_Mouse_Result@@PADPAUU_Utils_IntVector@@@Z
PUB,.text,0x00050380,0x00450380,80,DRKeyboardKbhit,?DRKeyboardKbhit@@YAXXZ
PUB,.text,0x000503d0,0x004503d0,160,U_App_Event_IsKeyDown,?U_App_Event_IsKeyDown@@YA_NH@Z
PUB,.text,0x00050470,0x00450470,16,U_App_MenuBar_Load,?U_App_MenuBar_Load@@YAXXZ
PUB,.text,0x00050480,0x00450480,16,U_App_MenuBar_EnableCustom,?U_App_MenuBar_EnableCustom@@YAX_N@Z
PUB,.text,0x00050490,0x00450490,384,U_App_Log_Start,?U_App_Log_Start@@YAXPBD0@Z
PUB,.text,0x00050610,0x00450610,176,U_App_Log,?U_App_Log@@YAXPBDZZ
PUB,.text,0x000506c0,0x004506c0,48,U_App_LaunchURL,?U_App_LaunchURL@@YA_NPBD@Z
PUB,.text,0x000506f0,0x004506f0,32,U_App_GetAppName,?U_App_GetAppName@@YAXPAD@Z
PUB,.text,0x00050710,0x00450710,16,U_App_GetMenuBarHeight,?U_App_GetMenuBarHeight@@YAHXZ
PUB,.text,0x00050720,0x00450720,80,U_App_GetTickCount,?U_App_GetTickCount@@YAKXZ
PUB,.text,0x00050770,0x00450770,176,U_App_Wait,?U_App_Wait@@YAXK@Z
PUB,.text,0x00050820,0x00450820,32,U_App_Cursor_Normal,?U_App_Cursor_Normal@@YAXXZ
PUB,.text,0x00050840,0x00450840,528,U_App_Dlg_Std2Option,?U_App_Dlg_Std2Option@@YA_NPBD000_N@Z
PUB,.text,0x00050a50,0x00450a50,368,Unzip_GetNextEntryInfo,?Unzip_GetNextEntryInfo@@YA_NPAU_Unzip_ZipFile@@PAUUnzip_EntryInfo@@@Z
PUB,.text,0x00050bc0,0x00450bc0,1232,Unzip_Open,?Unzip_Open@@YAPAU_Unzip_ZipFile@@PBD@Z
PUB,.text,0x00051090,0x00451090,576,Unzip_Read,?Unzip_Read@@YAPAUUnzip_ZipEntryS@@PAU_Unzip_ZipFile@@@Z
PUB,.text,0x000512d0,0x004512d0,112,Unzip_Close,?Unzip_Close@@YAXPAU_Unzip_ZipFile@@@Z
PUB,.text,0x00051340,0x00451340,1152,Unzip_SeekToCompressedData,?Unzip_SeekToCompressedData@@YAHPAU_Unzip_ZipFile@@PAUUnzip_ZipEntryS@@@Z
PUB,.text,0x000517c0,0x004517c0,1568,MyTaskKeyHookLL,?MyTaskKeyHookLL@@YGJHIJ@Z
PUB,.text,0x00051de0,0x00451de0,2240,WinMain@16,_WinMain@16
PUB,.text,0x000526a0,0x004526a0,1280,Main_Exit,?Main_Exit@@YAXXZ
PUB,.text,0x00052ba0,0x00452ba0,192,Win_SmartNewGWorld,?Win_SmartNewGWorld@@YAPAUCGrafPort@@PBURect@@HPAPAUColorTable@@_N@Z
PUB,.text,0x00052c60,0x00452c60,1056,Win_BlitInterlaced,?Win_BlitInterlaced@@YAXPAUBitMap@@0PBURect@@1PAK@Z
PUB,.text,0x00053080,0x00453080,32,SSP_Open,?SSP_Open@@YAFXZ
PUB,.text,0x000530a0,0x004530a0,48,SSP_Idle,?SSP_Idle@@YAXXZ
PUB,.text,0x000530d0,0x004530d0,32,SSP_Close,?SSP_Close@@YAXXZ
PUB,.text,0x000530f0,0x004530f0,64,SSP_LoadMusicPtr,?SSP_LoadMusicPtr@@YAFPAEKKKP6AXXZEE@Z
PUB,.text,0x00053130,0x00453130,32,SSP_UnloadMusic,?SSP_UnloadMusic@@YAXXZ
PUB,.text,0x00053150,0x00453150,16,SSP_IsMusicLoaded,?SSP_IsMusicLoaded@@YAEXZ
PUB,.text,0x00053160,0x00453160,32,SSP_PauseMusic,?SSP_PauseMusic@@YAXXZ
PUB,.text,0x00053180,0x00453180,32,SSP_UnpauseMusic,?SSP_UnpauseMusic@@YAXXZ
PUB,.text,0x000531a0,0x004531a0,144,SSP_SetMusicVolume,?SSP_SetMusicVolume@@YAXG@Z
PUB,.text,0x00053230,0x00453230,16,SSP_FadeMusicDown,?SSP_FadeMusicDown@@YAXK@Z
PUB,.text,0x00053240,0x00453240,4656,SSP_IsMusicFading,?SSP_IsMusicFading@@YAEXZ
PUB,.text,0x00054470,0x00454470,288,adpcm_decoder,?adpcm_decoder@@YAXPAEPAFHPAUadpcm_state@@@Z
PUB,.text,0x00054590,0x00454590,7024,ZADPCMDecodeBlock,?ZADPCMDecodeBlock@@YAIPAUADPCMUnpackState_t@@@Z
PUB,.text,0x00056100,0x00456100,48,FileWrite,___FileWrite
PUB,.text,0x00056130,0x00456130,64,StringWrite,___StringWrite
PUB,.text,0x00056170,0x00456170,112,fprintf,_fprintf
PUB,.text,0x000561e0,0x004561e0,80,vsnprintf,_vsnprintf
PUB,.text,0x00056230,0x00456230,32,vsprintf,_vsprintf
PUB,.text,0x00056250,0x00456250,48,sprintf,_sprintf
PUB,.text,0x00056280,0x00456280,32,strlen,_strlen
PUB,.text,0x000562a0,0x004562a0,32,strcpy,_strcpy
PUB,.text,0x000562c0,0x004562c0,64,strncpy,_strncpy
PUB,.text,0x00056300,0x00456300,48,strcat,_strcat
PUB,.text,0x00056330,0x00456330,64,strcmp,_strcmp
PUB,.text,0x00056370,0x00456370,48,strchr,_strchr
PUB,.text,0x000563a0,0x004563a0,304,strtok,_strtok
PUB,.text,0x000564d0,0x004564d0,112,strstr,_strstr
PUB,.text,0x00056540,0x00456540,32,remove,_remove
PUB,.text,0x00056560,0x00456560,128,fclose,_fclose
PUB,.text,0x000565e0,0x004565e0,224,fflush,_fflush
PUB,.text,0x000566c0,0x004566c0,64,fopen,_fopen
PUB,.text,0x00056700,0x00456700,192,freopen,_freopen
PUB,.text,0x000567c0,0x004567c0,320,get_file_modes,___get_file_modes
PUB,.text,0x00056900,0x00456900,64,msl_strdup,___msl_strdup
PUB,.text,0x00056940,0x00456940,64,fread,_fread
PUB,.text,0x00056980,0x00456980,688,fread,___fread
PUB,.text,0x00056c30,0x00456c30,64,fwrite,_fwrite
PUB,.text,0x00056c70,0x00456c70,656,fwrite,___fwrite
PUB,.text,0x00056f00,0x00456f00,144,ftell,__ftell
PUB,.text,0x00056f90,0x00456f90,48,ftell,_ftell
PUB,.text,0x00056fc0,0x00456fc0,48,fgetpos,_fgetpos
PUB,.text,0x00056ff0,0x00456ff0,240,fseek,__fseek
PUB,.text,0x000570e0,0x004570e0,48,fseek,_fseek
PUB,.text,0x00057110,0x00457110,16,SwapULong,_SwapULong
PUB,.text,0x00057120,0x00457120,16,SwapShort,_SwapShort
PUB,.text,0x00057130,0x00457130,144,FastStrLen,_FastStrLen
PUB,.text,0x000571c0,0x004571c0,128,2@YAPAXI@Z,??2@YAPAXI@Z
PUB,.text,0x00057240,0x00457240,16,1exception@std@@UAE@XZ,??1exception@std@@UAE@XZ
PUB,.text,0x00057250,0x00457250,16,1bad_alloc@std@@UAE@XZ,??1bad_alloc@std@@UAE@XZ
PUB,.text,0x00057260,0x00457260,80,Ebad_alloc@std@@UAE@I@Z,??_Ebad_alloc@std@@UAE@I@Z
PUB,.text,0x000572b0,0x004572b0,16,what@bad_alloc@std@@UBEPBDXZ,?what@bad_alloc@std@@UBEPBDXZ
PUB,.text,0x000572c0,0x004572c0,80,Eexception@std@@UAE@I@Z,??_Eexception@std@@UAE@I@Z
PUB,.text,0x00057310,0x00457310,16,what@exception@std@@UBEPBDXZ,?what@exception@std@@UBEPBDXZ
PUB,.text,0x00057320,0x00457320,48,3@YAXPAX@Z,??3@YAXPAX@Z
PUB,.text,0x00057350,0x00457350,16,rint,_rint
PUB,.text,0x00057360,0x00457360,32,ldexp,_ldexp
PUB,.text,0x00057380,0x00457380,16,fabs,_fabs
PUB,.text,0x00057390,0x00457390,16,atan,_atan
PUB,.text,0x000573a0,0x004573a0,32,cos,_cos
PUB,.text,0x000573c0,0x004573c0,32,sin,_sin
PUB,.text,0x000573e0,0x004573e0,64,sqrt,_sqrt
PUB,.text,0x00057420,0x00457420,32,atanf,_atanf
PUB,.text,0x00057440,0x00457440,32,cosf,_cosf
PUB,.text,0x00057460,0x00457460,32,fabsf,_fabsf
PUB,.text,0x00057480,0x00457480,32,sinf,_sinf
PUB,.text,0x000574a0,0x004574a0,32,sqrtf,_sqrtf
PUB,.text,0x000574c0,0x004574c0,336,pow,_pow
PUB,.text,0x00057610,0x00457610,32,abs,_abs
PUB,.text,0x00057630,0x00457630,80,msl_add,___msl_add
PUB,.text,0x00057680,0x00457680,80,msl_ladd,___msl_ladd
PUB,.text,0x000576d0,0x004576d0,112,msl_lmul,___msl_lmul
PUB,.text,0x00057740,0x00457740,128,msl_div,___msl_div
PUB,.text,0x000577c0,0x004577c0,102,msl_mod,___msl_mod
PUB,.text,0x00057826,0x00457826,439,PlatformOpen,_PlatformOpen
PUB,.text,0x000579dd,0x004579dd,41,PlatformClose,_PlatformClose
PUB,.text,0x00057a06,0x00457a06,6,IsPlatformOpen,_IsPlatformOpen
PUB,.text,0x00057a0c,0x00457a0c,16,RandomSeed,_RandomSeed
PUB,.text,0x00057a1c,0x00457a1c,6,SystemGetTime,_SystemGetTime
PUB,.text,0x00057a22,0x00457a22,66,SystemIdle,_SystemIdle
PUB,.text,0x00057a64,0x00457a64,39,SystemWait,_SystemWait
PUB,.text,0x00057a8b,0x00457a8b,73,SystemSetIdleProc,_SystemSetIdleProc
PUB,.text,0x00057ad4,0x00457ad4,233,SystemSetQuitProc,_SystemSetQuitProc
PUB,.text,0x00057bbd,0x00457bbd,79,SystemLeaveCallback,_SystemLeaveCallback
PUB,.text,0x00057c0c,0x00457c0c,33,SystemCheckCallback,_SystemCheckCallback
PUB,.text,0x00057c2d,0x00457c2d,19,SystemGetParentWindow,_SystemGetParentWindow
PUB,.text,0x00057c40,0x00457c40,783,SystemGetUserProc,_SystemGetUserProc
PUB,.text,0x00057f4f,0x00457f4f,11,SystemSuspendThread,__SystemSuspendThread
PUB,.text,0x00057f5a,0x00457f5a,11,SystemResumeThread,__SystemResumeThread
PUB,.text,0x00057f65,0x00457f65,143,TimerGetSeconds,_TimerGetSeconds
PUB,.text,0x00057ff4,0x00457ff4,15,TimerGetTicks,_TimerGetTicks
PUB,.text,0x00058003,0x00458003,19,TimerGetTickRate,_TimerGetTickRate
PUB,.text,0x00058016,0x00458016,714,TimerGetMicroseconds,_TimerGetMicroseconds
PUB,.text,0x000582e0,0x004582e0,547,TimerGetMilliseconds,_TimerGetMilliseconds
PUB,.text,0x00058503,0x00458503,376,TimerCreate,_TimerCreate
PUB,.text,0x0005867b,0x0045867b,151,TimerPrime,_TimerPrime
PUB,.text,0x00058712,0x00458712,349,TimerDispose,_TimerDispose
PUB,.text,0x0005886f,0x0045886f,177,WindowsTimer@4,__WindowsTimer@4
PUB,.text,0x00058920,0x00458920,16,RT3_GetNumLaunches,_RT3_GetNumLaunches
PUB,.text,0x00058930,0x00458930,80,RT3_GetHoursUsed,_RT3_GetHoursUsed
PUB,.text,0x00058980,0x00458980,64,RT3_GetDaysHad,_RT3_GetDaysHad
PUB,.text,0x000589c0,0x004589c0,32,RT3_IsRegistered,_RT3_IsRegistered
PUB,.text,0x000589e0,0x004589e0,32,RT3_GetLicenseCopies,_RT3_GetLicenseCopies
PUB,.text,0x00058a00,0x00458a00,64,RT3_GetLicenseName,_RT3_GetLicenseName
